epoch,acc,auc,model,db_size
1,0.115,0.5500369071960449,Hybrid,1000
2,0.115,0.5662552118301392,Hybrid,1000
3,0.15,0.5745266079902649,Hybrid,1000
4,0.18,0.5846235156059265,Hybrid,1000
5,0.185,0.5866984128952026,Hybrid,1000
6,0.185,0.5878922939300537,Hybrid,1000
7,0.185,0.5907922983169556,Hybrid,1000
8,0.18,0.5883756279945374,Hybrid,1000
9,0.185,0.5910218358039856,Hybrid,1000
10,0.18,0.5923339128494263,Hybrid,1000
11,0.185,0.5910912752151489,Hybrid,1000
12,0.205,0.58984375,Hybrid,1000
13,0.185,0.5903328657150269,Hybrid,1000
14,0.195,0.5892382860183716,Hybrid,1000
15,0.18,0.590004563331604,Hybrid,1000
16,0.19,0.5889395475387573,Hybrid,1000
17,0.205,0.5893733501434326,Hybrid,1000
18,0.195,0.5905481576919556,Hybrid,1000
19,0.2,0.590991199016571,Hybrid,1000
20,0.205,0.5912073254585266,Hybrid,1000
21,0.21,0.5926140546798706,Hybrid,1000
22,0.21,0.5920590758323669,Hybrid,1000
23,0.21,0.5903940200805664,Hybrid,1000
24,0.2,0.591610848903656,Hybrid,1000
25,0.2,0.5916303396224976,Hybrid,1000
26,0.2,0.5935101509094238,Hybrid,1000
27,0.19,0.5932446718215942,Hybrid,1000
28,0.19,0.5944277048110962,Hybrid,1000
29,0.205,0.5938631296157837,Hybrid,1000
30,0.2,0.5936822891235352,Hybrid,1000
31,0.2,0.5951974391937256,Hybrid,1000
32,0.205,0.5968302488327026,Hybrid,1000
33,0.2,0.5942882299423218,Hybrid,1000
34,0.205,0.5957300066947937,Hybrid,1000
35,0.2,0.594253420829773,Hybrid,1000
36,0.215,0.5926328301429749,Hybrid,1000
37,0.2,0.5967786908149719,Hybrid,1000
38,0.205,0.6002804040908813,Hybrid,1000
39,0.205,0.5956710577011108,Hybrid,1000
40,0.21,0.5968130230903625,Hybrid,1000
41,0.2,0.6027505993843079,Hybrid,1000
42,0.22,0.5897330641746521,Hybrid,1000
43,0.205,0.5963438749313354,Hybrid,1000
44,0.2,0.5988942980766296,Hybrid,1000
45,0.205,0.5982565879821777,Hybrid,1000
46,0.2,0.5977075099945068,Hybrid,1000
47,0.215,0.5921822786331177,Hybrid,1000
48,0.205,0.5967823266983032,Hybrid,1000
49,0.2,0.5990196466445923,Hybrid,1000
50,0.205,0.6010070443153381,Hybrid,1000
