epoch,acc,auc,model,db_size
1,0.12,0.5619513988494873,Invariant,1000
2,0.06,0.5098015666007996,Invariant,1000
3,0.13,0.5244775414466858,Invariant,1000
4,0.135,0.5484087467193604,Invariant,1000
5,0.14,0.5632367730140686,Invariant,1000
6,0.14,0.5650618076324463,Invariant,1000
7,0.155,0.5652933120727539,Invariant,1000
8,0.165,0.5658046007156372,Invariant,1000
9,0.165,0.5670483112335205,Invariant,1000
10,0.16,0.5680229663848877,Invariant,1000
11,0.18,0.5691700577735901,Invariant,1000
12,0.18,0.5684680938720703,Invariant,1000
13,0.185,0.5696812272071838,Invariant,1000
14,0.18,0.5717664361000061,Invariant,1000
15,0.185,0.5737016797065735,Invariant,1000
16,0.19,0.5822535157203674,Invariant,1000
17,0.185,0.5796195268630981,Invariant,1000
18,0.185,0.5778814554214478,Invariant,1000
19,0.175,0.5826407074928284,Invariant,1000
20,0.19,0.5917254686355591,Invariant,1000
21,0.18,0.5857937932014465,Invariant,1000
22,0.18,0.5900636315345764,Invariant,1000
23,0.19,0.5902740955352783,Invariant,1000
24,0.18,0.5938750505447388,Invariant,1000
25,0.185,0.5964735746383667,Invariant,1000
26,0.18,0.6024598479270935,Invariant,1000
27,0.185,0.6031422019004822,Invariant,1000
28,0.185,0.6047450304031372,Invariant,1000
29,0.185,0.6047077775001526,Invariant,1000
30,0.185,0.6073488593101501,Invariant,1000
31,0.185,0.6111389994621277,Invariant,1000
32,0.19,0.6121906638145447,Invariant,1000
33,0.19,0.6126201152801514,Invariant,1000
34,0.195,0.6136313676834106,Invariant,1000
35,0.19,0.6155620813369751,Invariant,1000
36,0.19,0.6150509119033813,Invariant,1000
37,0.185,0.613899290561676,Invariant,1000
38,0.185,0.613874614238739,Invariant,1000
39,0.185,0.6152198910713196,Invariant,1000
40,0.185,0.6153813600540161,Invariant,1000
41,0.18,0.6146436929702759,Invariant,1000
42,0.195,0.6165847182273865,Invariant,1000
43,0.185,0.6165853142738342,Invariant,1000
44,0.19,0.6179296374320984,Invariant,1000
45,0.19,0.6179467439651489,Invariant,1000
46,0.185,0.616312563419342,Invariant,1000
47,0.19,0.6194639205932617,Invariant,1000
48,0.19,0.618392825126648,Invariant,1000
49,0.19,0.6200725436210632,Invariant,1000
50,0.185,0.6192809343338013,Invariant,1000
