epoch,acc,auc,model,db_size
1,0.125,0.4907318949699402,General,1000
2,0.12,0.4968739151954651,General,1000
3,0.115,0.5033580660820007,General,1000
4,0.095,0.506712794303894,General,1000
5,0.095,0.506827712059021,General,1000
6,0.095,0.5062263011932373,General,1000
7,0.105,0.5089505314826965,General,1000
8,0.105,0.5100387334823608,General,1000
9,0.105,0.5112347602844238,General,1000
10,0.115,0.5149239301681519,General,1000
11,0.12,0.5153958201408386,General,1000
12,0.12,0.5165170431137085,General,1000
13,0.12,0.5201568007469177,General,1000
14,0.125,0.5227261185646057,General,1000
15,0.12,0.5218526721000671,General,1000
16,0.125,0.5235251188278198,General,1000
17,0.12,0.5255084037780762,General,1000
18,0.13,0.5285583734512329,General,1000
19,0.12,0.5308992266654968,General,1000
20,0.11,0.5314441919326782,General,1000
21,0.125,0.5305188894271851,General,1000
22,0.13,0.5366233587265015,General,1000
23,0.125,0.5359508395195007,General,1000
24,0.125,0.5378162264823914,General,1000
25,0.125,0.5392934083938599,General,1000
26,0.12,0.540058970451355,General,1000
27,0.12,0.5426090359687805,General,1000
28,0.125,0.5436049699783325,General,1000
29,0.12,0.5458342432975769,General,1000
30,0.12,0.5461212992668152,General,1000
31,0.11,0.5446941256523132,General,1000
32,0.12,0.5488354563713074,General,1000
33,0.115,0.54984050989151,General,1000
34,0.12,0.5528548955917358,General,1000
35,0.12,0.5531047582626343,General,1000
36,0.12,0.5528820157051086,General,1000
37,0.12,0.5528544187545776,General,1000
38,0.12,0.5566823482513428,General,1000
39,0.115,0.5571898818016052,General,1000
40,0.12,0.556505560874939,General,1000
41,0.12,0.5608503222465515,General,1000
42,0.13,0.5593727231025696,General,1000
43,0.12,0.5592407584190369,General,1000
44,0.115,0.5603938102722168,General,1000
45,0.125,0.5619989633560181,General,1000
46,0.13,0.5640555620193481,General,1000
47,0.125,0.563587486743927,General,1000
48,0.125,0.5643035769462585,General,1000
49,0.13,0.5641513466835022,General,1000
50,0.14,0.5651595592498779,General,1000
