epoch,acc,auc,model,db_size
1,0.09,0.5148510932922363,General,1000
2,0.08,0.5043618083000183,General,1000
3,0.075,0.48111891746520996,General,1000
4,0.08,0.47810330986976624,General,1000
5,0.08,0.4774908125400543,General,1000
6,0.09,0.4809081554412842,General,1000
7,0.095,0.4817627966403961,General,1000
8,0.105,0.48290061950683594,General,1000
9,0.095,0.47977280616760254,General,1000
10,0.1,0.4845523238182068,General,1000
11,0.1,0.4841087758541107,General,1000
12,0.1,0.4866252839565277,General,1000
13,0.09,0.48739486932754517,General,1000
14,0.105,0.48992282152175903,General,1000
15,0.1,0.49068760871887207,General,1000
16,0.1,0.48692625761032104,General,1000
17,0.095,0.4905815124511719,General,1000
18,0.095,0.48991313576698303,General,1000
19,0.105,0.49540892243385315,General,1000
20,0.11,0.49606841802597046,General,1000
21,0.125,0.4963100850582123,General,1000
22,0.11,0.4968307912349701,General,1000
23,0.115,0.49846500158309937,General,1000
24,0.115,0.4999866485595703,General,1000
25,0.115,0.4985540509223938,General,1000
26,0.12,0.5024042129516602,General,1000
27,0.115,0.5036975741386414,General,1000
28,0.12,0.5042628049850464,General,1000
29,0.12,0.5045883059501648,General,1000
30,0.125,0.5071402192115784,General,1000
31,0.125,0.5089633464813232,General,1000
32,0.115,0.5095592141151428,General,1000
33,0.135,0.5114547610282898,General,1000
34,0.145,0.5112535357475281,General,1000
35,0.13,0.5092679262161255,General,1000
36,0.14,0.5116974115371704,General,1000
37,0.145,0.5135883092880249,General,1000
38,0.12,0.5161892175674438,General,1000
39,0.135,0.5153499841690063,General,1000
40,0.15,0.5184298753738403,General,1000
41,0.12,0.5159286856651306,General,1000
42,0.13,0.5211544632911682,General,1000
43,0.115,0.5183444619178772,General,1000
44,0.13,0.5180888175964355,General,1000
45,0.125,0.5222574472427368,General,1000
46,0.125,0.5239308476448059,General,1000
47,0.13,0.5220715999603271,General,1000
48,0.13,0.5246837735176086,General,1000
49,0.13,0.5270274877548218,General,1000
50,0.13,0.5272753238677979,General,1000
