epoch,acc,auc,model,db_size
1,0.125,0.5549939870834351,General,2000
2,0.1075,0.5588868260383606,General,2000
3,0.1175,0.5655199885368347,General,2000
4,0.1325,0.5758336782455444,General,2000
5,0.1575,0.5791512727737427,General,2000
6,0.1725,0.5855237245559692,General,2000
7,0.1725,0.5906108617782593,General,2000
8,0.1775,0.5968015193939209,General,2000
9,0.1725,0.5989948511123657,General,2000
10,0.1775,0.6005110144615173,General,2000
11,0.185,0.6036081314086914,General,2000
12,0.19,0.6066290140151978,General,2000
13,0.1875,0.6124542355537415,General,2000
14,0.1875,0.6123113036155701,General,2000
15,0.2,0.6166762113571167,General,2000
16,0.1975,0.6186091303825378,General,2000
17,0.195,0.6216814517974854,General,2000
18,0.205,0.6245580911636353,General,2000
19,0.1975,0.626707911491394,General,2000
20,0.2075,0.6295344233512878,General,2000
21,0.205,0.632254421710968,General,2000
22,0.215,0.6349788308143616,General,2000
23,0.205,0.6361100077629089,General,2000
24,0.205,0.6355077624320984,General,2000
25,0.2,0.6394294500350952,General,2000
26,0.2025,0.6400213837623596,General,2000
27,0.21,0.6423781514167786,General,2000
28,0.215,0.6430319547653198,General,2000
29,0.205,0.6448076963424683,General,2000
30,0.205,0.6463215351104736,General,2000
31,0.2175,0.6464962363243103,General,2000
32,0.2125,0.6466829776763916,General,2000
33,0.22,0.649993896484375,General,2000
34,0.22,0.6520683765411377,General,2000
35,0.2225,0.6526931524276733,General,2000
36,0.22,0.6545798182487488,General,2000
37,0.22,0.6529940366744995,General,2000
38,0.23,0.6553422212600708,General,2000
39,0.225,0.6518400311470032,General,2000
40,0.2225,0.6570018529891968,General,2000
41,0.2375,0.6564646363258362,General,2000
42,0.235,0.6587820053100586,General,2000
43,0.23,0.6586853861808777,General,2000
44,0.24,0.6620601415634155,General,2000
45,0.2425,0.6610151529312134,General,2000
46,0.2475,0.6608404517173767,General,2000
47,0.245,0.6629500985145569,General,2000
48,0.2525,0.6643309593200684,General,2000
49,0.2375,0.6620050668716431,General,2000
50,0.2575,0.6690651178359985,General,2000
