epoch,acc,auc,model,db_size
1,0.1,0.4916987419128418,General,2000
2,0.1275,0.49920719861984253,General,2000
3,0.1325,0.507800817489624,General,2000
4,0.1375,0.5198202133178711,General,2000
5,0.1525,0.5305222272872925,General,2000
6,0.1575,0.5394259691238403,General,2000
7,0.1675,0.5482048988342285,General,2000
8,0.1775,0.5558286905288696,General,2000
9,0.1775,0.5623324513435364,General,2000
10,0.185,0.5696412920951843,General,2000
11,0.19,0.5757262110710144,General,2000
12,0.1925,0.5785347819328308,General,2000
13,0.1925,0.587039589881897,General,2000
14,0.1925,0.5890594124794006,General,2000
15,0.195,0.5954746007919312,General,2000
16,0.1875,0.5990993976593018,General,2000
17,0.185,0.6010646820068359,General,2000
18,0.19,0.6036102771759033,General,2000
19,0.185,0.6059127449989319,General,2000
20,0.1925,0.6102664470672607,General,2000
21,0.1825,0.613274872303009,General,2000
22,0.19,0.6144663095474243,General,2000
23,0.1875,0.6164070963859558,General,2000
24,0.2,0.6187148094177246,General,2000
25,0.2025,0.6194733381271362,General,2000
26,0.21,0.6225763559341431,General,2000
27,0.2125,0.625937819480896,General,2000
28,0.2225,0.6254941821098328,General,2000
29,0.2225,0.6266186237335205,General,2000
30,0.2225,0.631205677986145,General,2000
31,0.2275,0.6314805150032043,General,2000
32,0.22,0.6328729391098022,General,2000
33,0.2225,0.6334952116012573,General,2000
34,0.2325,0.6353507041931152,General,2000
35,0.2325,0.637405514717102,General,2000
36,0.235,0.6388553380966187,General,2000
37,0.2425,0.6415934562683105,General,2000
38,0.2425,0.6425668001174927,General,2000
39,0.2375,0.6455880403518677,General,2000
40,0.245,0.6483352780342102,General,2000
41,0.245,0.6499297022819519,General,2000
42,0.2475,0.6524964570999146,General,2000
43,0.25,0.6536620855331421,General,2000
44,0.25,0.6558767557144165,General,2000
45,0.2475,0.6578730940818787,General,2000
46,0.255,0.6580994725227356,General,2000
47,0.255,0.6563352346420288,General,2000
48,0.26,0.6613706350326538,General,2000
49,0.2575,0.6615488529205322,General,2000
50,0.2575,0.6636492013931274,General,2000
