epoch,acc,auc,model,db_size
1,0.1225,0.5848220586776733,Invariant,2000
2,0.185,0.5981048345565796,Invariant,2000
3,0.1775,0.6008144617080688,Invariant,2000
4,0.1725,0.6050423383712769,Invariant,2000
5,0.1725,0.6079934239387512,Invariant,2000
6,0.1775,0.6122705936431885,Invariant,2000
7,0.1725,0.6126072406768799,Invariant,2000
8,0.175,0.6145918369293213,Invariant,2000
9,0.17,0.6141403317451477,Invariant,2000
10,0.1675,0.613978922367096,Invariant,2000
11,0.175,0.6172255277633667,Invariant,2000
12,0.175,0.61635822057724,Invariant,2000
13,0.1725,0.6158862113952637,Invariant,2000
14,0.1775,0.6175475120544434,Invariant,2000
15,0.1825,0.6189271211624146,Invariant,2000
16,0.1775,0.6199596524238586,Invariant,2000
17,0.1675,0.6188797950744629,Invariant,2000
18,0.1725,0.6193493604660034,Invariant,2000
19,0.1825,0.6227368712425232,Invariant,2000
20,0.185,0.6214669942855835,Invariant,2000
21,0.1825,0.6226485967636108,Invariant,2000
22,0.1725,0.6223933100700378,Invariant,2000
23,0.18,0.6236284971237183,Invariant,2000
24,0.18,0.6264787912368774,Invariant,2000
25,0.18,0.6253461241722107,Invariant,2000
26,0.1775,0.6250917911529541,Invariant,2000
27,0.1725,0.6245836019515991,Invariant,2000
28,0.1775,0.6259397268295288,Invariant,2000
29,0.175,0.6244605779647827,Invariant,2000
30,0.18,0.6279910802841187,Invariant,2000
31,0.1775,0.6284087300300598,Invariant,2000
32,0.18,0.6288266181945801,Invariant,2000
33,0.175,0.6284099817276001,Invariant,2000
34,0.1775,0.6301771998405457,Invariant,2000
35,0.1725,0.628835141658783,Invariant,2000
36,0.18,0.6283620595932007,Invariant,2000
37,0.18,0.6281996965408325,Invariant,2000
38,0.18,0.6317633390426636,Invariant,2000
39,0.18,0.629102349281311,Invariant,2000
40,0.1775,0.6305533647537231,Invariant,2000
41,0.175,0.63108891248703,Invariant,2000
42,0.18,0.6315882205963135,Invariant,2000
43,0.1775,0.6329549551010132,Invariant,2000
44,0.1775,0.6329358816146851,Invariant,2000
45,0.1775,0.6332292556762695,Invariant,2000
46,0.18,0.6331164836883545,Invariant,2000
47,0.1825,0.633526086807251,Invariant,2000
48,0.1775,0.634918749332428,Invariant,2000
49,0.1775,0.6345177888870239,Invariant,2000
50,0.1775,0.6336581110954285,Invariant,2000
